Intersection ID,Old ID,Intersection Name,MAP Payload,"Size
(Bytes)",Date,Creator,Ready for Deployment,Notes
4011,1033,Fernando Ave,,0,,,,
4012,1010,Matadero Ave,001283723800302032000c1f58014bf29ede227d90e70f38028005187111605aa0000010000020d4ab01915ef000b12800020c2c0a540000014000041c18e23294db34560a8000a14b07100050b2c1f540010000400002840989409f61894719403208001e2c0d54000002910014220e600d07bec316562949621000041cb0e200020f587022010816062a00000100000a0fe921027d8639cbf302c4600008346021080000080000513e7c4023e2a3e7aba027d8601d0800000800005adc315e1c140a30e7c5f651ea5658405028c38607908004000100000b613676009f611f554f0c04a100000100000219de3411efd6b1e0c4cb024c00020000157afc6c04fb0b6e0c6c56270001826b148000e14180522000002000015527f2e1c140a22f83df65d8272b210140a22f2c06340000029100170c0c60813ecda95dbe65027d8961d000080eb07200040858382202049e0cd53024c0002000016d00ccb813ec1c1902c5629000142ab158000c163c1ccc604800200001729e362813ec030e00158bc00070dac4e0002c70b03dd000000a44005bd20ea804fb355034f0cc0a0a2582c000188ac408000c49620088062630250400000400000b7588685aa09243041040020000800005cf1ce2e04fb0b3f91f860420800000800005d12cf801c140a30e7c5f6568aa3f8405028c386046080000080000568c07c033e2fb0b48d1846039880000080000529482e05050288bdf65a4e4a9210140a22f2c1d140010000400002f3c3026027d89c37202a0b1e800061d2c0114000001400015e1a80810140a30e662e2a390505028c39f615872000080ac404000408b00850000008000017e42961388b3f1416130000c0658062800000400000f0fae3c2715880402c220001810b0105000000a00005e50deca0d07bec4e2c8fee1583c000302ac148001818f06eed8126000100000a3571c9027d829b3860ac5a0002c6562f0001434002600910600005cadcd8a0cf8bec3b7469a010600126000000abd7e36027d85b706362b138000c1358a400070a000a0024418000157bbc7804fb08d06d4010640126000000b680665c09f60e0c8162b148000a1558ac00060b020d0024c00000043e5b06063d3f158ac00058bac5a0002860005401220000002200d954ef5ff804fb000b8024418000146c037e04fb0b7654e4005801220000002172cc65430001813ec002c009100000010b96632a18000c09f60,886,3/27/2026,AW,NO,
4013,1034,Wilton/Barron Ave,,0,,,,
4014,1011,Curtner Ave,001281fe3813302032000c07e64d4bf262b9227e04b30f38029e051870a1e0311300000100000abe9f1f06d01f66d4145f1a013ec09072000438052260000020000159dbcbe0da03ecda836be7f027d86020c8000008000052e965c82680428aee7718123200100004000029bcfc8038281400198becc28faddc080a050000c0499000001000009245db013402145374e0c039901000100000a670df904d018531dc4404fb16008a000000a00009d3e8e01340264d2a2482c384001804901050080000056844e90369efb36b3a58b800a0a1183c00022c148001014b04450004000140000ad91aa00e0a05000662fb36b2e98be02828140010502c4a0001818b0085000000800004f9873409a016b1ad8b6c16130000c0458062800000400002b14230813402d644315f00c220000cb0311000000800005169b8182680428a2e6e0187c00051605a200000100000a37785e04d008516dc7a0b108000209240a4400000001208ee1026803198611c560a8000a0eb071000608241344001000000286853a01b317d8850b5c6802140c2c0d44000002000014436ba209a790a4bb944061d00016301ea400000400002a370df8134f2d666b160880a2900080000014eee2d6099896b2d98a2c60414800000800000d8e1565acd66283180e520000020000150ca54609a796b1198938005401220c0000a800eca06d7df65ab08b2009a78,514,,RA,,
4015,1012,Ventura Ave,,0,, ,,
4016,1013,Los Robles Ave,0012855c3800302032000c1f60014bf218b2227e8bd40f42028005187131606aa00000100006220fa6559f12d6e04fb0ccc374c19ad6d0841bb3085058ac00010716062a000000a0004231cb6258c7b47204fb0cf756231809753a2b05400050c584880028696112a000800029100d67337cc813ec22aec5719ececca20b3db3203279f592c96000088d6464000448323044252c0f540000029101167f68328341efb0c64da7119fb2b9434005570665db448c5cb8572589c0001082c40800084462008824581ca80000040002284125a009f619d26e2c2142d171968aeaa3152e3c0632ec2202c52000083cf06a658126000100000bc1cc6e809f603b8b90ac5a000405d62f0001c303016840000040000292573c009f6004fcd0c04a100000100000a68cec70e0a051873e2fb2001e6820281461c30428400200008000053aefcd0705028c3a987d9015ee810140a30e180a42000002000014b51bc60cf8bec00638b181f22001000040001af09b24d0e0a05117ad0fb23cf83820281445e8e3978080a05117a2f955420281445e8bb4bb080a051178c029100000100002af60b300e0a05117e24fb2b06e0c020281445e9dda64020281445e58406800200008000255e2f92013ec1d3f6781f9d921c81164164700008445810680000012201aacabf201a1e7d83de71c07a3cf20efb7ac1df6c38561240008143090440b2c07340000020002558ddcc80cf13ec1e357fc3c564f87c538b0f254041d1c16053683ec2a0031b0e2a2a60ed0905f890d6a050502c420001024b018d0000004000556b16ad831fafb072edaf0f5d9621e72d543a1cfc06ca15e14e78b892c4d0001c216288000e10b1540007082c0214000002000105a2ab4e3f290a707b2a22b0bb682105a5a37c1ca245816170000c065808280000052201abc71e1c09f65f9984c405050f16273c1ebe084a2e4b0272584c000302ac14800181860a0880e5806280000040001ab8b1a6809f65f6ac64e05050fbd618517300660b7d824416150000c08583c280020000a440557f642a8505028c39f657a40b80405028c395c7441c10140a30e56d41148505028c3a0a570c8dc0405028c3958b86b810140a30e5eba866e10140a30e2590c00030fac7c800188063e088425802280000028000ab0752b420281461cbdcc951420281461cbea109fc20281461c2b10400010158988000810c11b1000800020000567c25e087050288bd687d94a7c67010140a22f51fe89b05050288be0a1810620000020000541d85ea1c140a22f8b9f651aa88204050288bd4b3a78c10140a22f2c2474001000052202a8f343c009f611880422d4e27630282826186a88ec09c069fd3748d078444258fc0004132c94800209c64a088505824e8000005220228c905b01a0f7d8284c8bacb080af02828445007023570b519f0873e4b058000814589900040a8c4c11058b045d00000040000510a91c03368fb0d0ea49e2584a000189ac290000c4d6168000626302b0400000400000aa3cc141ea8dc30290400000400002a67086411f107ce288c12c100080002000014f900b81c140a30e8f5f6479e1f8405028c38604e080000080000545d09f0705028c3a0f7d91e78ac10140a30e3c1caa60498000400002cce2d43027d80f459e2b188000c1b58cc00050e020d0024c00000178398dd013ec077172158b400080bac5e0003860005c01220c0000b8eee19c09f6172f8a8820d8024c0000017107c33813ec0b7206158bc00070cac620003068005801220c0000bc0c44a819f17d866ad393800c802441800014ad816c04fb0842f21c006001220c0000b332b85c09f61ea5b488083a0093000000535c828813ec02fe59158cc00050eac5a000407810740126000000a6b9051027d805fcb22b198000a1d58b400080f0,1376,4/14/2026,SH,,
4017,1035,Vista Ave,,0,,,,
4018,1014,Maybell Ave,001283ae3800302032000c1f64014bf188f3227f13a40f56028005187121c0dddb024c000200001407af3204fb224f1480a0a180522000002000055f254280d2dbeca88bc63028296da3c42813ec2042440474000025e1c616e1c140a22f6d1f64d4ccce14140a22f829314f4b04050288bdae54b4dd614140a22f7d8b01cd000000a0002560d7d3813ec189d9482dcb758d695dd01587c0002042c208001024b018d00000040002568df0603386fb0656ebf0b55fc246467418258a20003832c4d0001c196248000e0c303c840020000800005c36f11614140a30e7d9681ae438405028c386025080000080000538ef7e833e2fb0cf87cdf180842000002000015087fae0cf13ec33f4f30c60290800000800001309f062cf15d39027d8e06aa98126000100000b8f0e5a009f60686ac96072a00000140000a1ca97c0483da9303a87c04f60ac4a000083961e400041c5816a800000600000922726d6902d85813ec2b05400050a58408002859606aa0000010000022aea816a4e6e9f1813d80b13800020d2c0c5400000200000472d6d0d4a27d393027b016290000418583ea800200008000050acc7f013ecd496bd470027d8164100004383041040020000800001c1e4a123ab09e18604a0800000800005c380abe09078eb0474d18148200000200000733b3bf8eb9474d18138200000200001720b338823e23acd1e50f0666581260001000003c5839201257262b15800101358b400080a160e8a000800020000178c160c023c459ccd53df058f400030d96020a00000140000bc152e60120f6ce55a9dd014142b088000605582900030316010a000001000002e071d06ce46a9fa014140b0a80006032c0314000002000005e52566d9c9953e60282816130000c0858022800000200002b38433020281461cbc388cbc20281461c2b0f400010158908000810c07b101000100000a1fe3770c0a05117e62a2fe077080a0511796083a01000080004a33716a0430047a05c224b32686288e574814144b0a4000310584a0001882c210000c40b045d008000a00021b150f9e111223c2954eb84e58451582c000408ac488002048e07331812600010000037591604276e2a000a8024418000078c47530cb226df001600488300002e5638ff0683df65d89ccea0505020c8024c00000078b0724024ae4c562b0002026b168001014001a00498000002e3c3968027d81a1ab200360093000000501ebcc813ec893c5202828005c01220c0000a025745047c579fdd0b813ec0030009106000050523280241e3a159d240070012600000037591604276e2a00,946,,CN,,
4019,1015,Charleston Rd,001284a03800302032000c1f66014bf1497b227f45eb0f60028005187189e126eb024c00020000040cf19618ee2a0563f0001830b208000a1918072200000200000785ab500f1d7a6f1806220000020000178e9ade823c43ca3ea8c60a488004000100000bcc054dc30281445ef12b9b3da820281445e58106800000200002eea1829047c497dfe2284b1a400070758da000383ac710001c1cb024d000000800005da8725a0907b6a13aae8c09f6058a400020414151a00080002800017589d870243cda770aad8027b0b028d000000a00001d77b4a4da82cab62027d856270000812b0b200040a180b42000002000017014dd58243c32f4766060310800000800005bcc354408f88cb27dda180d42000002000006e8fcbe8ca43e42182b420010000400002e0bbc300c0a05187530b37071d028281461cfb1e11e63024c0002000007128eff877eb5b158f400070b2c7e000305cb045500000080000111e58cb58482bfe009f6058d400010716082a00000100000a2ffc2b047c5ac25d5efe04fb02c6e0000834b03d50000008000051e5eb20241ed617faef5027d816390000418581ca800000200000922798d868e7a3c04fb0ac1d000142d60c8000a165058a8002000080000505e4f28234a23ebe6b2c125400000080001426f40e0907b584fec14409f6058990001079e115db024c0002000007a33a3b803309c563b0002028b1e8000e153c25ee60498000400000dd2245c07dd610ac82000286963b000203658310800000402002dc5023b0493023f18700c660104c60664800000800015c4504cc08f887523c206d8b29e137fb024c0002020006f671fa02dda0006430103a582ee800000400000db0c63c622502fd814140b0680008122c1674000002000016cd23b58243cc431453802828160f0001022502ae80000020000090342c589d11428050516018a000001000002e896a66d262a1ce014140b0d80006032c0414000002000015e8ef5e0907b695550c6c0a0a0586400030214140a000800028000178758ae0206e5a63842ba2c0514000002800005fdf182da5c042cb0282856170000c0ab0620006062c01140000010000159a88c010140a30e65ed640d0505028c3a0a058a200008096010a000000800002db859465f5a3c4014140b13400010218136200000200001445878a18140a22f74948681de10140a22f1814620000020000145fe4ea0907891f85b8606a8800000800005c5dcf3408e1b2cd22ce40a0a181ba20000020000154a419a08f8b2d0b2b580a0a181ca20000020000056883f8cb488a8a0282860b688004000100000b8909cf820281461cba811f7c20281461c084400930000001e8ce8ee00cc27158ec00080a2c7a0003854007801220c0000bcf8d014122e1a7772b8084600930000001c4a3bfe1dfad6c563d0001c2cb1f8000c17042600498000000dece3f405bb4000c860207410940126000000374891701f75842b208000a1a58ec00080d80100024418000041b8be23b019aec007401220c0000bc86ccb0120f19c2c3e2084800930000001033c65863b8a8158fc00060c2c820002864007c01220c0000b8ca774811d219bf04e4084e00930000005c3500c608c300cba00064301038004200910000005bdec7b609c6060711e,1188,,CN,,
4020,1016,Dinah's Ct,0012831d3807302032000c1f681d4bf0b816227fbc3d0f7e028005187101606aa00000148000a1939e90483daad0b80a404f612c42000083561c080041cb0e200020e2c0c540000020000044e355ad56b8c036027b0162300004185816a8000004000008dfb00daad617ebe04f602c4a000082cb0295000000500001244e983109addf009f615838800284ac150001428b0715000400010000021229676ab166036013d80b1d8000a141805220000020000158f3e760d1ebecda0a4a494027d8606d08004000100000b841656c09f66ac5c5e95013ec301084000004000029b9be4811f16ac08def6013d8301284000004000009823a99aaf357c6204f60c03a100000100000b7ece2c811c36ac38dea7813d8580c6800000520002e72989e027d9b4171478604fb12c1c800101d60e080080eb0e80004083c169960498000400002b37345409f604689582c4e0003844f05ea98126000100000b8dae68809f6054cee82c520004048e067318126000100000377498550bf4b604fb1e0c5db024c0002000014328c8804fb0166ea8162b000142458062800000400000b17dd7c99cf07720b0880006042c0214000002000003e48ef93340122416130000c0658082800000520002b3fa218120f2687c1b512c1e000181560a0800c0cb0520006062c1a140010000400002b5e257409f666932187014140b1b8000e132c0114000003400013b50320405028c3978ee1450405028c3856202000202b0e4000102180e6200000200001442682a091eb0976434809f62c0f7400000290000479632cc24a1127027d8960b000101eb10200081058802004080c084100000100000b83d9aec11c30d9a30430230400000400002e37677e047c43698c10c0941000001000002aea0350dbd2ec303b040020000800001bfacc8e1b046a810580126000000acdcd15027d811a2560b138000e11001300488300002b32f4cc19f17d84b0b868082e00930000005c6d734404fb02a677416290002024003200930000001bba4c2a85fa5b027d8005401220c0000218e644566f81f013ec0830009300000050ca322013ec059baa058ac000509000a002441800017198cc8013ecb3b299dc0a0a,801,4/14/2026,BD,,
4021,1036,Monroe Dr,,0,,,,
4022,1017,Los Altos Ave,0012843d3800302032000c1f6c014bf067c5228010a00f88028005187159e10773024c00020200067e1680026b818063501038580c680000070005aad03b40121e5f7cba4804fb0b172ffc3816ae871bc8f0e7377a9c8cb6009f616c421483ff3d81f0b7e0f9e8206e1820b43b9a51621000080cb07200040758a20002042c55000102162c8000810581cc800000104002cd3cdca04c482ea77380c3c8203cf07b758126000100000b87860f809f604f90b8ac62000386163300018325818a80000040000088ee275ab7a34e2604fb02c560000834b02d500000080000118e4ee3570669ad409f6058b400010616052a000000a000023dfac7194837822b05400050a58388002859606aa00000100000a12974c0483dab78d4f1e04fb02c520000838b09d50004000100000a0986a60496dab7234f0e04fb02ca2000088c601d08000008000053927610605028c3986404dec0405028c38609908004000100000a7d4f9706695f6006be88c04a100000100000253dc7309d8c863010840000040000298ab65019f1789281f0d0143c300a4400000400002b22b53030281445f2db30f0c1cc28281445efb0c09d900000100000b65b9c3830281461cf12b339e4020281461c302d8400000400000a50ccd857547ea30518400200008000012f708b8b084e14605308000008000053640d28230c2bf139d1815c20000020000150044c408f88af20f60b04a9000000208005ad44dba092d88e0d6740626410267845fec093000080000124409180e9a38562f000203cb1b8000a1f3c23ff604980004040008fdc4441042b4031c8082018108200000200001420c68008d2b57d694cc80a0a2c119400000300001445843808e1b57d7d4ea80a0a3582c000408ac1d00020496108001024b0940008122c0214000002000005850a0059f6d5e400584c00030196128a00080002000015e7ee2610140a30e6cf5baf6c0405028c38164d0000c4458082800000500002ba79a80120f2cf5b2f478ac1e000181560a4000c1258062800000400000b5ad790b3dfcbca80b0880006042c0114000001400013bc8250405028c399ab411d010140a30e15882000080ac504000408603dc8000008000059a498cc18140a22f70d4f5a61e10140a22f041d00498000000bf6216827c36e8ac62000385562f000202c0030009106000016e2d9fa8ea745009f6041e00498000002e1e183e027d813e42e2b188000e1858cc00060c82110024c000000491024603a68e158bc00080f2c6e000287c107c0126000000209149b03dd7f0ac66000306963700014360036009106000010452540777102001700488300002922849411f11ed32e600840009300000019f85a0009ae06018d4040e000d0024400000067df681847543c042100498000000c98cd4702eefa00c6a02074006401220c0000387c60ec67922b1800e0024400000047ee0bc18784dc10900126000000361a966c10f2c0031c808210423004980000008fdc4441042b4031c80820,1089,4/27/2026,SH,YES,completed corrections and review. - JB
4023,1018,Del Medio Ave,001282803804302032000c1f6e114bf03e9f22803fe90f8802dc051870c8c08c100000100000b8579e88112b2648a62c0c09410000010000029b20a1264dc62f8c09c1000001000002ab818d665246580141458062800000400008b989321b593ea18405050bf2c5ac16130000c085808280000052000abf31860123d6d63f2806814142f4f1ae25829000302ac1410018196110000c0e58042800000400008b62d015b527ca7ba05052f5726050282816150000c0648022800000002b244c4020281461ccc8b0c730a0a051874142b131000101587a00008116039a00000148000ae45da304879b457f577404f612c3e00010256104000814b08040040b2c0634000001000005e0b99ccc2534e5027b016268000810300a4400000400002bf02ebc11a56620ba98813d8581ca800000520000ce1923b2b03dd0fa12c46000084161e4000422b0f04002122c0d54000002000004021650560b3a1e50589400010796062a000001000002111c4a2b07450d782c4e0000838b02d5000000500005107e9c0243c331f6a24560a8000a18b0a100050d180f620000020000166db6fa8243cd6a8f5ea502828b041d000000a4000503ea420256ed69f55f760282896224000626b058000314588820018a8c05210000010000023c8ecf0041fb0c04a100000100000a4cdfd4042c4017f9630108400000400002db6d8b204cc402cf5e783154c09300008000019b3df460762f7058b400050b9e0bccb024c0002000016f81caa0243cad9a4a8027d8162b0001c2c002800910600005e09a3a4090f293ff07c09f6001500488300000deef94f19c98e960830009300000019b3df460762f7058b400050b800b0024418000066d97cf87c900c001600488300000cdb2f9f0f92018,644,5/22/2026,BD,,
4024,1019,San Antonio Rd,001285143800302032000c1f70014befe37a2280c2a80fa6028005187159608aa000000a00042108da0613bb765813ec31fbe1406511c140ac21000144161c2000a225828a800000400012ce0b295027d8aba312eec31fce37463b5d8502c760000850b0555000000a4402599322c20d07bec55ca99789190671e8b1c6ebd009f6258e400010aac58800085862c0882e5826a80000040001acf5d387047c584ea5e0604fb0c75387a190cb18031bc6cac163d00004265824a80000020001281bb280120f6138d77c813ec320f5fb464b9c410ac1d000144960c8000a24584ea8002000080002596ce1060ca4bec55cbf97ba1906f242b1c2ebac09f6059440001130c031100000100000bc6f574828281445efb3658aab90028281445ef10c041100000100000aec0f0d06879f66c8c2d21b813d8300e4400000400002bf639ac19e27d9b2c195c5804f10c07a100000100000b58ee12419f17d887e255f0302084000004000028a27d4409f621ebf5790c072101000100000b5eae5ac28281461cfb30fd0ab5420281461c58146800000200002e8c1914027d9b226147b004f60ac750001c2d6388000e1658126800000280002eacf88b06789f66c891d1e5813d82b1e4000709583080038516069a00000048800b83eed501a1e7d99750fc0c04f60ac38800103861c0881e58186800000400002e47ba4f027d9b3033647604f102c5a0001034b02cd000000800015cd6735404fb3640da870809ec65041830013ec0b17800040c3c24aa60498000400002dac9a1b027d81a95102b208000e20590c0006109e11ccb024c00020000179c08f7813ec17a399c563f000203cb208000e1f3c26cc60498000400000dfd660a4f6993404fb0ac8a000289163f000104a5836e800000522010dbc65ab1a7b8cdc35b99cbd68e30bd814144b07800081b58e100040e0c7011074b061d000000400005ab10f5c08e188d88300162080006305832e800000200010d77a7121a8dce18b59119800a0a1a2d00c62b0f4000319587200018c960d3a00000100004b66a1944121e1a848d3a35a79c0568d5075814140b08800081a181c820000020000174b73e10405028c39b5166c90810140a30e181d82000002000015a821c408f896a4d592b4607a08000008000016f712516a4bd918460a208004000100000ba1f1b341a5b7d9b5178c99e050516010a00000080000bc0232e0120f2dea62b7a02c59000040cb00c5000000800005e2d9b9008f896f4dd5b1816210000c0858022800000280002bd9cf2820281461cdafd65fe8080a051870ac5d0000405638200020458082800000400000f300ee92de9cab5f82c3e0001814b0145008000a44005e899fd20d07becdbd4f56e902828961d0000c0cb062000607183022040c0b3100000100008a02e1cf0c0a05117c3ca53438d080a05117a9688d1020281445eb5d1190c20281445ea4140380a0a05117c14b5de193420281445e302ec40000040002085b84104a92764259c3671ae00c6aa434069028286beb3329e12ddb024c000200001669e794813ec98821200a0a159140005112c86000308c008801220c0000b36c2db011c35e43553204fb02130024c0000006feb30527b4c9a027d856450001448b1f8000825042300498000002f3811ef027d82f47338ac7e00040796410001c3e084800930000005b59343604fb0352a2056410001c40b218000c21001f00488300002e6a26ad06a25f61d99365c0042009106000059a69e4604fb0ed8baf0002000488300002dd97aa4027d87ab54d98010002441800016ecbd52013ec3d5aa6cc,1304,4/13/2026,JB,YES,Didn't include side street bike lanes due to payload size
4025,1020,Showers Dr,0012843f3800302032000c1f72014bef990e2281507e0fb002dc05187139611aa000800020000167e76da82386d3c53ad43027d8164b00004405820a80000052200281adb14127a69e1c5693813ec4b1580002105889000208ac441101048b03d500000080000108fbec34f0f2b47009f6058b400010796072a0000010000021d08eb69e2956a4013ec0b17800020e2c0d540000014000045193fe55e6796812582a0002862c1900014316142000a1a301884000004000008f3f0246715ade0c05a100000100000a478cfd04618670caea8c052100000100000a562e4c0e0a051874b6fb2cde7599080a051870c112100080002000014bbde6814140a30e7d96719ae10405028c38608088004000100002aea3c5d0a0a05117beccb7930ca0a0a05117beccde8fa4b0a0a05117bec300c4400000400008b41f5f596d5e16e04f6337c6ebc809f6180522000002000095bbb9c814140a22f7d958edae810140a22f5e4475f814140a22f7d99c0275b214140a22f7d8b01cd0000004000055f2f2d013ecbd89f71c09f6018ba000416049a0000004880229e4f9d660599e8813d8cd76b7cd027d846144001430a0440b2c2134001000010000ae26f81b027d997f9687c04fb33573de8009f60591900020f96041a00000080002aaf5efd027d99690601e04fb338b9edcc09f6118aa00048c5900024f072a98126000100000b834e14409f60112c50ac6200028616330001832783732c0930000800005e1625e00d2dbec093105058c400060b8c12410008000200000723735b079121c1815820000020000172f33d68405028c393c7d198405028c38605a08000008000015e688887a29f41817820000020000059224a01ea47b4f07b31812600010000038291b4818ebf60b1a8000e1c28126400000200000451e38c24c731528116400000200001421a57e10140a07052639a204050281c0b008500000080000173aab296a3d5a27816190000c0658062800000400000bcb9a04b51ded1bc0b0b80006042c0414000002910015fd8fa204fb16a329a39d16150000c0ab05200030658310001832c141100c1d60c088060e583e280020000a00005e22617a08bb96a281a43056470000c3ab21200031e2c0114000001400015b6084610140a30e5f46d04010140a30e2588a000080ac49000040562a2000204783b76c09300008000059ea594e08e9021c57c56330001634b1a8000a1b1c1472000002910016ec23b1013eca3740d102828960b0000628b15200031558a822018b0e09b900000100000253a04811fb8f682c1a0000c4c006401220c0000a6e7fd4068f5f65a3349c20505020e0024c0000017069c28813ec02258a158c400050c2c660003064006001220c0000bc294bf819c37d84077a80083600930000005e1625e00d2dbec093105058c400060b800d0024418000167cc60d823863c40aac410740126000000b3d4b29c11d20438af8ac660002c696350001436083c00930000001c148da40c75fb058d400070e00,1091,3/20/2026,AW,NO,
4026,1021,Jordan Ave,,0,,,,
4027,1022,Ortega Ave,001282fa3800302032000c1f76014bef598e2281de4c0fba0280051870f0c04a10000010000023b3bda088bbb23010840000040000291373ec11f14897be204fb0c03a100000100000a50be3b0e0a0518734afb244ede5080a051870c0ca100080002000014acbdbc04fb045dddf38159960498000400002b93f1541a657d816b0e8580c6800000522002ab3bc2c09f66cae755ff013ec4b0e80004085839000204ac1c11010246014880000080000563970b07050288be5b7d9b2c11583614140a22f7d8e05aa98006000100000a690f67027d81f3d1030250400000400002ace8d9020281461c9e2c91420281461c30370400200008000054c2831813ec1ea28cc6042080000080000550589c0334afb2799a39028286046080000080000555612a023e21e2c8fcb008500000080000168eb5193f8739e416130000c0658062800000400000b799f4c9fc69d260b0880006042c01140000014000158d8abe10140a30e5ec8937010140a30e15880800080ac390000408b0105000000a44005751c880341efb33f943ab40a0a2583c000302ac14800181960a0880c0c503028002000080000577d4dc8505028c39f667f2e76b8505028c3a0a2c0c540000020000042acf28d4ca59c47027d81623000041a5816a80000040000087c628da997f38c404fb02c4a0000830b02950000005000051424ee0405028c39854a57fc14140a30e7d8560a8000a14b07100050b281754049800040000080bd565a990538e004fb1606aa00000148800a0926440483da994b38c204fb12c42000083961c400041eb0e044020f180e620000020000145ee3c618140a22f96d87ae01f410140a22f2c0f7400000290000493a21443ec00882582c0004082c4080020456200881022702f98c09300008000010919a9a160b9c09f6001500498000002b93f1541a657d816b0e8002600910600005717629833d6f6089a6e5000580006000000a690f67027d81f3d1000280091060000533afad013d8b50293c00a0a00170049800000080bd565a990538e004fb000b8024c00000042466a68582e7027d80,766,3/17/2026,BD,NO,
4028,1037,Distel Cir,,0,,,,
4029,1023,Distel Dr,001283193800302032000c1f7a014bef239f228257ee0fc40280051870e160b8a00080002000015f754aa18140a30e5a19f069f0210140a30e058c400030996018a000001000002eb48ca27cd07b582c1a0001810b004500000050000569532e8405028c397daf44e0405028c3856188000202b0e10001022c0414000002000015ecd384090793e273e0c160b0000c0a58042800000400000b7c1eb89f521e600b0780006031807220000020000047ab9cc1317578601488000008000052a4f9d8405028c3927929c8505028c39f6181822001000040000296fff5428281461cfb24e653f080a051870c031100000100000a4a8e1f047c426a6a616059a00000100000a0557310483daa553323204fb02c3a0000824b020d00000050000512e5400405028c3964ebb2d0405028c38160a2000a0c58146800000400000841a159aa50d328c04fb02c3e0000820b024d0000008000010dd4b7b54a5e65c409f605884000103960c9a000800020000167e67338605028c3a7a6a94ccc7f0505028c39f6058d400010a0c062100000100000a2822440c0a05117e24d64b54ed30a0a05117c14581aa80000072200293283b820281445ed643d4f3a0a0a05117c150b0e200080a58790004052c40800202861c0881630f0440b18802205ac15000203160c8001018b07400080c180e6200000200001547838c18140a30e3b99f5d9dde10140a30e18106200000200001573c7ec10140a30e67d967750405028c38603d880000080001558d174823e24d0f14d51e9a14663034c400200008000054df8878605028c39a567d7e7690405028c38f051dd81260001000002f8ab6659c929e604fb0ac460004035625000201c782b10c09300008000019fc9a800b709715894000807ac4e0002840f05a65812600010000027230720759090ac4e000284562300020240828009300000017c55b32ce494f3027d85623000201ab12800100e041500498000000cfe4d4005b84b8ac4a000403d6270001420002400910600005babb0a604fb2d2944f302828004c01220c000020d43d11727a538008802441800015efd6dc08f88d2b851c001100488300002bdfadb811f11a570a380,797,3/24/2026,SH,NO,
4030,1024,Rengstorff Ave,001283b03800302032000c1f7c014bef0db222828a0b0fc4028005187139e0dccb024c0002000005f2d8c40b7ea1058bc0007080c031100000100000ac38e81047c57509d29013ec3042440020000800005735e8a06050288bda55d3eb58814140a22f7d8601488000008000056bb6e90241eba8be9c809f6180c420000020000047839ee32fad654602d0800000800005217f26823e233275518608d08004000100000b67a625411e2190ded28301484000004000029293e0c30281461d07acd2b52f080a051871e0e553024c0002000006d3bd3183a78e4562f0001c22b188000c122c22340010000302000e27188265195976013d8232520419591a00020d16039a00000080002ab0df490478994be673604f6069b7ea058b200020316041a000001800022a0aff8652699be013d81a83f249625000080eb15400041c58a200020e14049a00000040800b83364281a0f7d976bbf47013ec304b040020000800005c7d4ffe093d1307f5c3c6052080000080000554c080822924c15d7001816820000020000058086c04c18d71518158200000200001569c47a08f8930675c0cb04dd000000a040052ba06c8243c15f46f4960d000101cb05800080e18a102078c093100000100000a2a32640c0a050a7d3095267a820281429e783d76c09300008000010341af851062e158cc00060aac6a0002858b00850000008000017103471706c16e8c16190000c0458062800000400000bba5f38b82d6b7720b0b80006032c20140010000502002f06f1c404788b8244b85a232120417591c00030c16020a00000140800af9c8ef0483cb82a6b8042b0a80006041829020296008a00000080000ad31535080a051872fff8718080a0518702c490000404b09150004000100000b39db790121e20b0773102c96000086cb0455000000a040059fe9dd0090790584b9e81629000041a5820a80000040000082f5fdc82a35d800b15800020c2c0f540000020000142e521a08f890520ba9c162d0000416581ca800000200002888a840120f1896af280b05400050a2c0d54000001000004595624311b5e94160c8000a12083c009300000010341af851062e158cc00060aac6a0002858006401220c0000334eb548598bc860836009300000017cb63102dfa84162f0001c20002e009106000057f1e438241eb355d7b809f6041d00498000000903715c071a282b188000c1358cc00060a000c002441800006d88d2f8986069c10700126000000369de98c1d3c722b178000e1158c4000609000d00244180001408872208f10be35138007c000600000038489d3008dd7e,948,5/21/2026,CN,,
